LogP,MolWt,TPSA,NumHDonors,NumAcceptors,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,RingCount,MaxPartialCharge,MinAbsEStateIndex,FpDensityMorgan1,SlogP_VSA1,SlogP_VSA2,NumRadicalElectrons
-0.0648999999999999,135.13,80.48,2,4,0.0,10,3,5,2,0.18224073593451773,0.4328703703703707,1.3,5.733667477162185,19.935914083788834,0
-1.7263,132.119,106.41,3,3,0.5,9,5,5,0,0.3205079032307336,0.3101851851851851,1.5555555555555556,11.46733495432437,23.02485324129202,0
2.4404000000000003,424.5340000000002,124.28999999999999,4,6,0.7391304347826086,30,4,7,2,0.3084322722958733,0.015621642366772104,1.2666666666666666,0.0,56.78058570625972,0
3.201500000000002,318.33900000000017,56.84,1,4,0.5333333333333333,22,2,4,1,0.4159102316664015,0.2660771762408669,1.1363636363636365,5.733667477162185,32.58000287898665,0
4.161700000000002,435.5280000000002,112.07000000000001,2,5,0.375,32,2,8,3,0.3261964828202927,0.12548268884127478,1.0625,0.0,48.54889678005431,0
2.3832000000000004,416.5180000000002,95.94,2,5,0.6086956521739131,30,2,7,3,0.32594015453863584,0.006285093774271555,1.2333333333333334,5.316788604006331,58.62647271205114,0
3.5664000000000016,302.37000000000006,80.92,4,4,0.3333333333333333,22,4,4,2,0.15716236137209003,0.0964722631732009,0.6363636363636364,0.0,20.426109579362823,0
2.2747,434.5040000000002,93.06000000000002,2,6,0.75,31,2,6,5,0.19275652608783855,0.12485827664399118,1.2580645161290323,0.0,58.15419678148538,0
1.857,213.66400000000002,63.31999999999999,2,2,0.3,14,3,3,1,0.3035124956383034,0.05370275888133036,1.4285714285714286,5.733667477162185,17.62058908870513,0
1.5763,135.20999999999995,26.02,1,1,0.3333333333333333,10,2,1,1,0.005086239071797018,0.26611111111111074,1.3,5.733667477162185,6.041840829147961,0
1.5202000000000073,767.9060000000002,250.90999999999997,8,9,0.43243243243243246,54,9,16,3,0.4071654109220005,0.025707440439522333,0.8148148148148148,32.31761049719384,100.01074324518201,0
1.8483,162.23600000000002,16.130000000000003,0,2,0.5,12,0,2,2,0.036029666516989495,0.6099074074074072,1.5833333333333333,0.0,23.476316640387452,0
1.5601999999999998,199.31900000000002,12.47,0,3,1.0,13,0,2,4,0.10087987870367496,0.2505787037037037,1.3846153846153846,0.0,41.32408173788777,0
3.101300000000001,321.163,61.69,2,3,0.06666666666666667,21,2,4,3,0.27571356890795357,0.42032407407407435,1.0952380952380953,5.316788604006331,22.953293297697783,0
1.5298999999999994,295.3790000000001,67.78999999999999,2,5,0.5625,21,2,5,1,0.3053400332585853,0.2119431965697851,1.2857142857142858,10.05365155780638,43.48307581139184,0
0.3605999999999992,384.2450000000001,124.44000000000001,4,6,0.3684210526315789,28,4,8,2,0.4749647122685063,0.09193056080456863,1.1071428571428572,10.633577208012662,50.93178741196756,0
1.5131999999999999,144.601,20.23,1,1,0.42857142857142855,9,1,1,0,0.1442191445234871,0.4788888888888889,1.8888888888888888,0.0,10.707578205824394,0
-0.0531000000000002,226.232,115.80999999999999,5,5,0.3,16,6,6,1,0.32475423945938264,0.08995370370370348,1.4375,11.268461667376624,26.82781272485731,0
1.9664,149.237,26.02,1,1,0.4,11,2,1,1,0.013751435266894638,0.09587962962962959,1.1818181818181819,5.733667477162185,5.538925252383345,0
3.2166000000000023,308.42500000000007,55.120000000000005,2,2,0.35,23,3,3,3,0.2320957002012446,0.25051209372637917,1.0434782608695652,11.050456081168516,18.493776964412042,0
2.6346000000000007,263.381,32.7,1,3,0.625,19,1,3,2,0.11874199617388041,0.29477418745275874,1.368421052631579,4.736862953800049,37.756335038235676,0
-1.979999999999998,267.245,139.54,4,9,0.5,19,5,9,3,0.16713850593534102,0.21804944045519492,1.263157894736842,5.733667477162185,59.757398522912915,0
2.3934000000000006,307.43400000000014,50.72,2,4,0.6666666666666666,22,2,4,2,0.11895622189076537,0.30909345985103553,1.2272727272727273,10.05365155780638,43.617736911188295,0
0.7357999999999996,306.276,81.65,1,7,0.23076923076923078,22,1,7,3,0.13725485636208273,0.05564814814814745,1.0,0.0,34.635453923627566,0
4.374260000000004,441.5490000000002,84.86,2,6,0.4166666666666667,31,2,6,4,0.2859456866612067,0.22956898346395982,1.1612903225806452,14.790514511606428,33.71078964284328,0
